observe, 1, 0, 0, False, 
observe, 2, 0, 0, True, 
observe, 3, 0, 0, True, 
observe, 4, 0, 0, False, 
observe, 5, 0, 0, True, 
observe, 6, 0, 0, False, 
observe, 7, -18, -18, True, 
observe, 8, 0, -18, True, 
observe, 9, 0, -18, False, 
observe, 10, 0, -18, False, 
observe, 11, 0, -18, False, 
observe, 12, 0, -18, False, 
observe, 13, 0, -18, True, 
observe, 14, 0, -18, False, 
observe, 15, 0, -18, False, 
observe, 16, 0, -18, False, 
observe, 17, 0, -18, False, 
observe, 18, 0, -18, True, 
observe, 19, 0, -18, True, 
observe, 20, 0, -18, False, 
observe, 21, 0, -18, False, 
observe, 22, 0, -18, False, 
observe, 23, 0, -18, False, 
observe, 24, 0, -18, False, 
observe, 25, 0, -18, False, 
observe, 26, 0, -18, False, 
observe, 27, 0, -18, True, 
observe, 28, 0, -18, False, 
observe, 29, 0, -18, False, 
observe, 30, 0, -18, False, 
observe, 31, 0, -18, False, 
observe, 32, 0, -18, True, 
observe, 33, 0, -18, True, 
observe, 34, 0, -18, True, 
observe, 35, 0, -18, True, 
observe, 36, 0, -18, True, 
observe, 37, 0, -18, True, 
observe, 38, 0, -18, False, 
observe, 39, 0, -18, True, 
observe, 40, 0, -18, True, 
observe, 41, 0, -18, False, 
observe, 42, 0, -18, True, 
observe, 43, 0, -18, True, 
observe, 44, 0, -18, False, 
observe, 45, 0, -18, False, 
observe, 46, 0, -18, False, 
observe, 47, 0, -18, True, 
observe, 48, 0, -18, True, 
observe, 49, 0, -18, False, 
observe, 50, 0, -18, True, 
observe, 51, 0, -18, False, 
observe, 52, 0, -18, True, 
observe, 53, 0, -18, True, 
observe, 54, 0, -18, False, 
observe, 55, 0, -18, True, 
observe, 56, 0, -18, False, 
observe, 57, 0, -18, False, 
observe, 58, 0, -18, False, 
observe, 59, 0, -18, False, 
observe, 60, 0, -18, True, 
observe, 61, 0, -18, True, 
observe, 62, 0, -18, False, 
observe, 63, 0, -18, False, 
observe, 64, 0, -18, False, 
observe, 65, 0, -18, False, 
observe, 66, 0, -18, False, 
observe, 67, 0, -18, True, 
observe, 68, 0, -18, False, 
observe, 69, 0, -18, True, 
observe, 70, 0, -18, False, 
observe, 71, 0, -18, True, 
observe, 72, 0, -18, False, 
observe, 73, 0, -18, True, 
observe, 74, 0, -18, True, 
observe, 75, 0, -18, True, 
observe, 76, 0, -18, False, 
observe, 77, 0, -18, True, 
observe, 78, 0, -18, True, 
observe, 79, 0, -18, False, 
observe, 80, 0, -18, True, 
observe, 81, 0, -18, False, 
observe, 82, 0, -18, False, 
observe, 83, 0, -18, True, 
observe, 84, 0, -18, True, 
observe, 85, 0, -18, False, 
observe, 86, 0, -18, False, 
observe, 87, 0, -18, True, 
observe, 88, 0, -18, True, 
observe, 89, 0, -18, True, 
observe, 90, 0, -18, False, 
observe, 91, 0, -18, False, 
observe, 92, 0, -18, True, 
observe, 93, 0, -18, True, 
observe, 94, 0, -18, False, 
observe, 95, 0, -18, False, 
observe, 96, 0, -18, True, 
observe, 97, 0, -18, True, 
observe, 98, 0, -18, False, 
observe, 99, 0, -18, True, 
observe, 100, 0, -18, False, 
observe, 101, 0, -18, True, 
observe, 102, 0, -18, True, 
observe, 103, 0, -18, False, 
observe, 104, 0, -18, True, 
observe, 105, 0, -18, False, 
observe, 106, 0, -18, True, 
observe, 107, 0, -18, False, 
observe, 108, 0, -18, False, 
observe, 109, 0, -18, True, 
observe, 110, 0, -18, False, 
observe, 111, 0, -18, False, 
observe, 112, 0, -18, True, 
observe, 113, 0, -18, False, 
observe, 114, 0, -18, True, 
observe, 115, 0, -18, False, 
observe, 116, 0, -18, True, 
observe, 117, 0, -18, False, 
observe, 118, 0, -18, False, 
observe, 119, 0, -18, True, 
observe, 120, 0, -18, False, 
observe, 121, 0, -18, True, 
observe, 122, 0, -18, False, 
observe, 123, 0, -18, True, 
observe, 124, 0, -18, True, 
observe, 125, 0, -18, True, 
observe, 126, 0, -18, True, 
observe, 127, 0, -18, True, 
observe, 128, 0, -18, True, 
observe, 129, 0, -18, True, 
observe, 130, 0, -18, True, 
observe, 131, 0, -18, True, 
observe, 132, 0, -18, True, 
observe, 133, 0, -18, True, 
observe, 134, 0, -18, True, 
observe, 135, 0, -18, True, 
observe, 136, 0, -18, False, 
observe, 137, 0, -18, False, 
observe, 138, 0, -18, True, 
observe, 139, 0, -18, True, 
observe, 140, 0, -18, False, 
observe, 141, 0, -18, False, 
observe, 142, 0, -18, True, 
observe, 143, 0, -18, False, 
observe, 144, 0, -18, False, 
observe, 145, 0, -18, True, 
observe, 146, 0, -18, False, 
observe, 147, 18, 0, False, 
observe, 148, 0, 0, False, 
observe, 149, 0, 0, False, 
observe, 150, 0, 0, False, 
observe, 151, 0, 0, True, 
observe, 152, 0, 0, False, 
observe, 153, 0, 0, False, 
observe, 154, 0, 0, False, 
observe, 155, 0, 0, False, 
observe, 156, 0, 0, True, 
observe, 157, 0, 0, False, 
observe, 158, 0, 0, True, 
observe, 159, 0, 0, True, 
observe, 160, 0, 0, False, 
observe, 161, 0, 0, True, 
observe, 162, 0, 0, False, 
observe, 163, 0, 0, True, 
observe, 164, 0, 0, False, 
observe, 165, 0, 0, False, 
observe, 166, 0, 0, True, 
explore, 167, 0, 0, True, 
explore, 168, 0, 0, True, 
explore, 169, 0, 0, False, 
explore, 170, 0, 0, False, 
explore, 171, 0, 0, False, 
explore, 172, 0, 0, True, 
explore, 173, 0, 0, True, 
explore, 174, 0, 0, False, 
explore, 175, 0, 0, True, 
explore, 176, 0, 0, True, 
explore, 177, 0, 0, False, 
explore, 178, 0, 0, False, 
explore, 179, 0, 0, False, 
explore, 180, 0, 0, True, 
explore, 181, 0, 0, False, 
explore, 182, 0, 0, True, 
explore, 183, 0, 0, False, 
explore, 184, 0, 0, True, 
explore, 185, 0, 0, False, 
explore, 186, 0, 0, False, 
explore, 187, -18, -18, True, 
explore, 188, 0, -18, False, 
explore, 189, 0, -18, False, 
explore, 190, 0, -18, True, 
explore, 191, 0, -18, True, 
explore, 192, 0, -18, True, 
explore, 193, 0, -18, True, 
explore, 194, 0, -18, False, 
explore, 195, 0, -18, True, 
explore, 196, 0, -18, False, 
explore, 197, 0, -18, False, 
explore, 198, 0, -18, False, 
explore, 199, 0, -18, True, 
explore, 200, 0, -18, True, 
explore, 201, 0, -18, True, 
explore, 202, 0, -18, False, 
explore, 203, 0, -18, True, 
explore, 204, 0, -18, False, 
explore, 205, 0, -18, True, 
explore, 206, 0, -18, False, 
explore, 207, 0, -18, False, 
explore, 208, 0, -18, False, 
explore, 209, 0, -18, True, 
explore, 210, 0, -18, False, 
explore, 211, 0, -18, True, 
explore, 212, 0, -18, True, 
explore, 213, 0, -18, False, 
explore, 214, 0, -18, False, 
explore, 215, 0, -18, False, 
explore, 216, 0, -18, False, 
explore, 217, 0, -18, True, 
explore, 218, 0, -18, False, 
explore, 219, 0, -18, False, 
explore, 220, 0, -18, True, 
explore, 221, 0, -18, False, 
explore, 222, 0, -18, True, 
explore, 223, 0, -18, False, 
explore, 224, 0, -18, True, 
explore, 225, 0, -18, False, 
explore, 226, 0, -18, True, 
explore, 227, 0, -18, True, 
explore, 228, 0, -18, False, 
explore, 229, 0, -18, True, 
explore, 230, 0, -18, True, 
explore, 231, 0, -18, True, 
explore, 232, 0, -18, False, 
explore, 233, 0, -18, False, 
explore, 234, 0, -18, False, 
explore, 235, 0, -18, False, 
explore, 236, 0, -18, False, 
explore, 237, 0, -18, True, 
explore, 238, 0, -18, False, 
explore, 239, 0, -18, True, 
explore, 240, 0, -18, False, 
explore, 241, 0, -18, True, 
explore, 242, 0, -18, False, 
explore, 243, 0, -18, True, 
explore, 244, 0, -18, False, 
explore, 245, 0, -18, True, 
explore, 246, 0, -18, False, 
explore, 247, 0, -18, False, 
explore, 248, 0, -18, True, 
explore, 249, 0, -18, True, 
explore, 250, 0, -18, True, 
explore, 251, 0, -18, True, 
explore, 252, 0, -18, True, 
explore, 253, 0, -18, True, 
explore, 254, 0, -18, True, 
explore, 255, 0, -18, True, 
explore, 256, 0, -18, True, 
explore, 257, 0, -18, False, 
explore, 258, 0, -18, False, 
explore, 259, 0, -18, False, 
explore, 260, 0, -18, False, 
explore, 261, 0, -18, True, 
explore, 262, 0, -18, False, 
explore, 263, 0, -18, False, 
explore, 264, 0, -18, True, 
explore, 265, 0, -18, True, 
explore, 266, 0, -18, False, 
explore, 267, 0, -18, False, 
explore, 268, 0, -18, False, 
explore, 269, 0, -18, True, 
explore, 270, 0, -18, False, 
explore, 271, 0, -18, True, 
explore, 272, 0, -18, False, 
explore, 273, 0, -18, True, 
explore, 274, 0, -18, False, 
explore, 275, 0, -18, True, 
explore, 276, 0, -18, True, 
explore, 277, 0, -18, True, 
explore, 278, 0, -18, False, 
explore, 279, 0, -18, False, 
explore, 280, 0, -18, True, 
explore, 281, 0, -18, False, 
explore, 282, 0, -18, True, 
explore, 283, 0, -18, False, 
explore, 284, 0, -18, True, 
explore, 285, 0, -18, False, 
explore, 286, 0, -18, True, 
explore, 287, 0, -18, True, 
explore, 288, 0, -18, True, 
explore, 289, 0, -18, True, 
explore, 290, 0, -18, False, 
explore, 291, 0, -18, False, 
explore, 292, 0, -18, False, 
explore, 293, 0, -18, True, 
explore, 294, 0, -18, True, 
explore, 295, 0, -18, True, 
explore, 296, 0, -18, True, 
explore, 297, 0, -18, True, 
explore, 298, 0, -18, False, 
explore, 299, 0, -18, True, 
explore, 300, 0, -18, True, 
explore, 301, 0, -18, True, 
explore, 302, 0, -18, False, 
explore, 303, 0, -18, True, 
explore, 304, 0, -18, True, 
explore, 305, 0, -18, False, 
explore, 306, 0, -18, True, 
explore, 307, 0, -18, True, 
explore, 308, 0, -18, True, 
explore, 309, 0, -18, True, 
explore, 310, 0, -18, False, 
explore, 311, 0, -18, True, 
explore, 312, 0, -18, True, 
explore, 313, 0, -18, False, 
explore, 314, 0, -18, False, 
explore, 315, 0, -18, True, 
explore, 316, 0, -18, True, 
explore, 317, 0, -18, False, 
explore, 318, 0, -18, False, 
explore, 319, 0, -18, True, 
explore, 320, 0, -18, True, 
explore, 321, 0, -18, False, 
explore, 322, 0, -18, True, 
explore, 323, 0, -18, True, 
explore, 324, 0, -18, True, 
explore, 325, 0, -18, False, 
explore, 326, 0, -18, False, 
explore, 327, 0, -18, False, 
explore, 328, -18, -36, True, 
explore, 329, 0, -36, False, 
explore, 330, 0, -36, True, 
explore, 331, 0, -36, False, 
explore, 332, 0, -36, True, 
explore, 333, 0, -36, False, 
explore, 334, 0, -36, False, 
explore, 335, 0, -36, False, 
explore, 336, 0, -36, True, 
explore, 337, 0, -36, True, 
explore, 338, 0, -36, True, 
